ref_id,title,institution,item_id,sheet_or_photo,url,local_path,source_date,accessed_date,view_direction,rooms,use,evidence_level,rights_note,verification_status,source_url,sha256,bytes,hash_provenance,visual_status,status_provenance,parent_ref,asset_class,local_path_check
DERIV_GUEST_01_TOPDIMENSION,Locally derived inspection: guest-01-topdimension.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 01 crop/annotation,,project/data/guest_refs/guest-01-topdimension.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_L1_THEATER;GUEST_L1_CAR_COURT;GUEST_L1_CHAUFFEUR_LOUNGE;GUEST_L1_BOILER;GUEST_L1_STAIR_HALL;GUEST_L1_LOUNGE;GUEST_L1_GALLERY;GUEST_L1_BATH;GUEST_L1_GUEST_ROOM;GUEST_L1_TERRACE;GUEST_L1_POOL;GUEST_B1_LAUNDRY;GUEST_B1_BATH;GUEST_B1_STAIR,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,a57be2dd951874b52f75aab891081dae6d25ccfd382f71eb2d5131ccdbb9c79d,2220,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_01_HIRES,local_derived_reference,exists
DERIV_GUEST_01_LOUNGE_LABEL,Locally derived inspection: guest-01-lounge-label.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 01 crop/annotation,,project/data/guest_refs/guest-01-lounge-label.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_L1_THEATER;GUEST_L1_CAR_COURT;GUEST_L1_CHAUFFEUR_LOUNGE;GUEST_L1_BOILER;GUEST_L1_STAIR_HALL;GUEST_L1_LOUNGE;GUEST_L1_GALLERY;GUEST_L1_BATH;GUEST_L1_GUEST_ROOM;GUEST_L1_TERRACE;GUEST_L1_POOL;GUEST_B1_LAUNDRY;GUEST_B1_BATH;GUEST_B1_STAIR,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,dba3d5672cd6ec7fae4a437d1adc020d9202362570892fe067fe3b57eb432bca,14464,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_01_HIRES,local_derived_reference,exists
DERIV_GUEST_01_BOTTOM_DIMENSIONS,Locally derived inspection: guest-01-bottom-dimensions.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 01 crop/annotation,,project/data/guest_refs/guest-01-bottom-dimensions.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_L1_THEATER;GUEST_L1_CAR_COURT;GUEST_L1_CHAUFFEUR_LOUNGE;GUEST_L1_BOILER;GUEST_L1_STAIR_HALL;GUEST_L1_LOUNGE;GUEST_L1_GALLERY;GUEST_L1_BATH;GUEST_L1_GUEST_ROOM;GUEST_L1_TERRACE;GUEST_L1_POOL;GUEST_B1_LAUNDRY;GUEST_B1_BATH;GUEST_B1_STAIR,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,23df0612143dd45d4a9fda97902947dc3f0d4999cee8d87d9699bee41c4ba1fa,1327,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_01_HIRES,local_derived_reference,exists
DERIV_GUEST_01_BOILER,Locally derived inspection: guest-01-boiler.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 01 crop/annotation,,project/data/guest_refs/guest-01-boiler.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_L1_THEATER;GUEST_L1_CAR_COURT;GUEST_L1_CHAUFFEUR_LOUNGE;GUEST_L1_BOILER;GUEST_L1_STAIR_HALL;GUEST_L1_LOUNGE;GUEST_L1_GALLERY;GUEST_L1_BATH;GUEST_L1_GUEST_ROOM;GUEST_L1_TERRACE;GUEST_L1_POOL;GUEST_B1_LAUNDRY;GUEST_B1_BATH;GUEST_B1_STAIR,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,07bbd31b2a5c6b0ffa1b9de7afc89f9b94aab16239c32569a6bb385a6f3a3bf1,29322,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_01_HIRES,local_derived_reference,exists
DERIV_GUEST_02_OVERVIEW,Locally derived inspection: guest-02-overview.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 02 crop/annotation,,project/data/guest_refs/guest-02-overview.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_L2_BEDROOM_SOUTH;GUEST_L2_BEDROOM_MIDDLE;GUEST_L2_BEDROOM_NORTH;GUEST_L2_BATH;GUEST_L2_HALL;GUEST_L2_TERRACE,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,f46736a0bc90fd11eda041148124282307bb8521a42189349a23edb81d2c482c,58547,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_02_HIRES,local_derived_reference,exists
DERIV_GUEST_02_ROOMS,Locally derived inspection: guest-02-rooms.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 02 crop/annotation,,project/data/guest_refs/guest-02-rooms.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_L2_BEDROOM_SOUTH;GUEST_L2_BEDROOM_MIDDLE;GUEST_L2_BEDROOM_NORTH;GUEST_L2_BATH;GUEST_L2_HALL;GUEST_L2_TERRACE,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,f4a59dd95139b986bcad83d6548947accd888b31980db1b6b5d22a980c50b84d,108386,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_02_HIRES,local_derived_reference,exists
DERIV_GUEST_03_OVERVIEW,Locally derived inspection: guest-03-overview.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 03 crop/annotation,,project/data/guest_refs/guest-03-overview.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_ALL,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,1d85131cdfe9d5e25bfcab1d1d746bb1d02eb700a0a58633fe0470e32d08ae61,67010,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_03_HIRES,local_derived_reference,exists
DERIV_GUEST_03_LABELS,Locally derived inspection: guest-03-labels.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 03 crop/annotation,,project/data/guest_refs/guest-03-labels.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_ALL,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,7be1e69f2c78b549cd7fc975bdd144f18d384e04ccc800b65acc727f7574add1,33132,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_03_HIRES,local_derived_reference,exists
DERIV_GUEST_04_OVERVIEW,Locally derived inspection: guest-04-overview.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 04 crop/annotation,,project/data/guest_refs/guest-04-overview.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_ALL,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,666da0d120739714f42178561236886d0f8299669a44e260847c79d6f8e63cc9,63119,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_04_HIRES,local_derived_reference,exists
DERIV_GUEST_04_LABELS,Locally derived inspection: guest-04-labels.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 04 crop/annotation,,project/data/guest_refs/guest-04-labels.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_ALL,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,72bcbee440368690a54330ebe1408e6221048ce1d5518ce24f74cfbf8ffe166a,17775,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_04_HIRES,local_derived_reference,exists
DERIV_GUEST_04_SECTIONLABELS,Locally derived inspection: guest-04-sectionlabels.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 04 crop/annotation,,project/data/guest_refs/guest-04-sectionlabels.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_ALL,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,8b6b0001a3a9092e6f83001b39f199c086096b03984f65b890b9df0abe24648d,29818,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_04_HIRES,local_derived_reference,exists
DERIV_GUEST_04_SECTION,Locally derived inspection: guest-04-section.png,Local derivative of Library of Congress/HABS drawing,pa2187,sheet 04 crop/annotation,,project/data/guest_refs/guest-04-section.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",GUEST_ALL,"Inspection crop; annotation is a modeling aid, not a new official survey",A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,52e420b04c3740ecd34d9b7e6f2d496d4b6e966d073a098b3fb0c9057587afcb,35718,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,GUEST_HABS_04_HIRES,local_derived_reference,exists
DERIV_SITE_CONNECTOR_GRID,Locally derived inspection: site-connector-grid.png,Local derivative of Library of Congress/HABS drawing,pa1690,sheet 02 crop/annotation,,project/data/guest_refs/site-connector-grid.png,circa 2010 source; local derivative 2026-09-20,2026-09-20,"Inherited drawing orientation, crop or annotation",MAIN_ALL;GUEST_ALL;SITE,"Inspection crop; annotation is a modeling aid, not a new official survey",C,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,7b75a181ad25dcaad358b729b10b2b10c30da9f6277991fc244f6ec4518d54c2,555945,computed for previously unhashed local file in this audit,"Actually viewed by guest geometry worker; inherited observation, not auditor re-view",Guest geometry worker direct report 2026-09-20; qa/guest-geometry-review.md,MAIN_HABS_02_HIRES,local_derived_reference,exists
DERIV_MAIN_04_INSPECTION_ROOMS,Research inspection crop: main-04-inspection-rooms.png,Local derivative of Library of Congress/HABS drawing,pa1690,sheet 04 crop,,research/references/architecture/main-04-inspection-rooms.png,circa 2010 source; derivative 2026-09-20,2026-09-20,Dimension/label crop,MAIN_ALL,Partial label/dimension inspection; no complete-image measurement claim,A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,78f4b1a72792594945277a25e3e74e3c5a2fff98300c42c160cc9480a916f2d6,67524,computed for previously unhashed local file in this audit,"Previously viewed research crop, as recorded in architecture research",research/architecture.md,MAIN_HABS_04_HIRES,local_derived_reference,exists
DERIV_MAIN_10_INSPECTION_LEVELS,Research inspection crop: main-10-inspection-levels.png,Local derivative of Library of Congress/HABS drawing,pa1690,sheet 10 crop,,research/references/architecture/main-10-inspection-levels.png,circa 2010 source; derivative 2026-09-20,2026-09-20,Dimension/label crop,MAIN_ALL,Partial label/dimension inspection; no complete-image measurement claim,A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,384eeffff36b776784daf1434349101697a2e3484917a644a412dcbcb75eddcd,6779,computed for previously unhashed local file in this audit,"Previously viewed research crop, as recorded in architecture research",research/architecture.md,MAIN_HABS_10_HIRES,local_derived_reference,exists
DERIV_MAIN_10_EAST_ROOF_LABEL,Research inspection crop: main-10-east-roof-label.png,Local derivative of Library of Congress/HABS drawing,pa1690,sheet 10 crop,,research/references/architecture/main-10-east-roof-label.png,circa 2010 source; derivative 2026-09-20,2026-09-20,Dimension/label crop,MAIN_ALL,Partial label/dimension inspection; no complete-image measurement claim,A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,cb3f3f54ef3341f1be6c2a64e71843f103433b21fa753e7909b90aacbe4ca342,3162,computed for previously unhashed local file in this audit,"Previously viewed research crop, as recorded in architecture research",research/architecture.md,MAIN_HABS_10_HIRES,local_derived_reference,exists
DERIV_MAIN_10_THIRD_LEVEL_LABEL,Research inspection crop: main-10-third-level-label.png,Local derivative of Library of Congress/HABS drawing,pa1690,sheet 10 crop,,research/references/architecture/main-10-third-level-label.png,circa 2010 source; derivative 2026-09-20,2026-09-20,Dimension/label crop,MAIN_ALL,Partial label/dimension inspection; no complete-image measurement claim,A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,2b7ca07cc03050bf249eab0e83847cb021a2e35ba5e8b3dba6479f558249e0c8,5520,computed for previously unhashed local file in this audit,"Previously viewed research crop, as recorded in architecture research",research/architecture.md,MAIN_HABS_10_HIRES,local_derived_reference,exists
DERIV_MAIN_10_WEST_ROOF_LABEL,Research inspection crop: main-10-west-roof-label.png,Local derivative of Library of Congress/HABS drawing,pa1690,sheet 10 crop,,research/references/architecture/main-10-west-roof-label.png,circa 2010 source; derivative 2026-09-20,2026-09-20,Dimension/label crop,MAIN_ALL,Partial label/dimension inspection; no complete-image measurement claim,A,"LOC item advisory: US Government-produced images have no known restrictions; copied-source images may be restricted. Reference only, not a scene texture.",viewed_image,,37771e1a7dbecec2e10284d113c6a529ae8e41f73f26ac2d2f3b9db220de7dcc,3719,computed for previously unhashed local file in this audit,"Previously viewed research crop, as recorded in architecture research",research/architecture.md,MAIN_HABS_10_HIRES,local_derived_reference,exists
INT_S01,Preservation History,Western Pennsylvania Conservancy / Fallingwater,S01,webpage or caption index,https://fallingwater.org/preservation-history/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读全文；材料与维护证据；通史页面含不同时期记录，部分较旧,B,官方版权；单项图片授权未核实,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S02,Fallingwater Facts,Western Pennsylvania Conservancy / Fallingwater,S02,webpage or caption index,https://fallingwater.org/media-resources/fallingwater-facts/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读；建筑师、时期、主体面积口径、色彩,B,官方版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S03,Designing Fallingwater,Western Pennsylvania Conservancy / Fallingwater,S03,webpage or caption index,https://fallingwater.org/history/the-kaufmanns-fallingwater/designing-fallingwater/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读；地质、水、室内外关系、1937/1939,B,官方版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S04,Timeline,Western Pennsylvania Conservancy / Fallingwater,S04,webpage or caption index,https://fallingwater.org/history/timeline/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读相关条目；入住、2010测绘、2015服务浴室软木,B,官方版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S05,Grant Received for Kitchen Preservation,Western Pennsylvania Conservancy / Fallingwater,S05,webpage or caption index,https://fallingwater.org/grant-received-for-kitchen-preservation/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读全文、实际看局部柜照片；2019资助工程/图片路径2020,B,官方版权；图片不得默认变成交付贴图,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S06,Fallingwater Fireside,Western Pennsylvania Conservancy / Fallingwater,S06,webpage or caption index,https://fallingwater.org/fallingwater-fireside/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读、已看壁炉大图 V01；活动页面在2026仍有效；照片拍摄日期不明,B,官方版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S07,Fallingwater From Home,Western Pennsylvania Conservancy / Fallingwater,S07,webpage or caption index,https://fallingwater.org/fallingwater-from-home/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读索引、已看 V04/V05；视频链接可解析但未观看,B,官方版权；YouTube内单条许可未核实,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S08,HABS PA-5346-A Guest House photograph index,Library of Congress / HABS,S08,webpage or caption index,https://tile.loc.gov/storage-services/master/pnp/habshaer/pa/pa2100/pa2187/data/pa2187cap.pdf,,1985 photographic index,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读两页图注；1985年拍摄；A-11/A-22已看原片，其余本轮未逐张看图,B,LOC/HABS 条目权利声明须随原片核对，不把所有 LOC 内容一概视为无版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S09,Bear Run Nature Reserve / Fallingwater,Western Pennsylvania Conservancy / Fallingwater,S09,webpage or caption index,https://fallingwater.org/bear-run-nature-reserve/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读；铁杉林和场地环境；面积网页约数不作模型尺度,B,官方版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S10,Bear Run Nature Reserve / WPC,Western Pennsylvania Conservancy / Fallingwater,S10,webpage or caption index,https://waterlandlife.org/land-conservation/explore-our-preserves/bear-run-nature-reserve/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读；优势树种和成熟落叶林/铁杉林；现页含截至2024取得地块信息,B,WPC网页；未确认开放媒体许可,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S11,Sustainability,Western Pennsylvania Conservancy / Fallingwater,S11,webpage or caption index,https://fallingwater.org/what-is-fallingwater/sustainability/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读；主屋/客屋与其他园区设施区别；页面含目标年而非完成证明,B,官方版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S12,Fallingwater Tours,Western Pennsylvania Conservancy / Fallingwater,S12,webpage or caption index,https://fallingwater.org/visit/fallingwater-tours/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读；杜鹃花季节、游客视角约束；访问时现行页,B,官方版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S13,World Heritage Preserved Blog,Western Pennsylvania Conservancy / Fallingwater,S13,webpage or caption index,https://fallingwater.org/projects/world-heritage-preservation/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读相关2024条目；两间 study、露台/水阶修缮与洪水差别,B,官方版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S14,The Fallingwater Collection,Western Pennsylvania Conservancy / Fallingwater,S14,webpage or caption index,https://fallingwater.org/learn/preservation-and-collections/the-fallingwater-collection/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,官方入口可读；其 PastPerfect 目标403,B,官方版权；对象级授权未知,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S15,Virtual Experiences,Western Pennsylvania Conservancy / Fallingwater,S15,webpage or caption index,https://fallingwater.org/virtualexperiences/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,索引可读，所链 Closer Look 404,B,官方版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S16,Fallingwater Livestreams Offer Unique Interior Tours,Western Pennsylvania Conservancy / Fallingwater,S16,webpage or caption index,https://fallingwater.org/fallingwater-livestreams-offer-unique-interior-tours/,,2020-12-09,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读；明确是2020-12-09新闻，不能当作当前产品可用性,B,官方版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S17,Photography and Videography Policy,Western Pennsylvania Conservancy / Fallingwater,S17,webpage or caption index,https://fallingwater.org/what-is-fallingwater/photography-and-videography-policy/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读；个人现场摄影规定与商业用途限制；适用范围不自动覆盖CG模型的所有法律问题,B,非许可授予；仅记录政策，不提供法律判断,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S18,2026 reopening and preservation completion,Western Pennsylvania Conservancy / Fallingwater,S18,webpage or caption index,https://fallingwater.org/fallingwater-to-reopen-for-its-90th-anniversary-and-63rd-tour-season/,,2026-03-12,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,已读；2026-03-12官方新闻，工程结束与脚手架移除,B,官方版权,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S19,FW_ACL_Bedrooms_5,Western Pennsylvania Conservancy / Fallingwater,S19,webpage or caption index,https://fallingwater.org/fw_acl_bedrooms_5/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,Web抓取一次超时，但浏览器页面与原图 V03均成功；官方图注明确 guest house bedroom,B,官方版权；画作本身的权利另计、未核实,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S20,HABS 客房 A-11,Library of Congress / HABS,S20,webpage or caption index,https://www.loc.gov/pictures/item/pa2187.photos.134234p/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,搜索索引可读元数据；1985；原片V06实际可见,B,条目提示美国政府制作图像无已知限制、复制他源材料可能受限；继续保留作者与调查号,search_only,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S21,HABS 客房 A-22,Library of Congress / HABS,S21,webpage or caption index,https://www.loc.gov/pictures/item/pa2187.photos.134245p/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,搜索索引可读元数据；1985；原片V07实际可见,B,同上，未以总括声明抹掉作品层面的权利,search_only,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S22,HABS 主屋56,Library of Congress / HABS,S22,webpage or caption index,https://www.loc.gov/pictures/resource/hhh.pa1690.photos.134195p/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,说明页可读；原片V08实际可见；对照S24属于1985批次,B,HABS条件声明；按具体原片保留出处,opened_text,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S23_1,LOC 主屋,Library of Congress / HABS,S23,webpage or caption index,https://www.loc.gov/item/pa1690/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,同轮建筑研究者对2010原始sheet进行视觉核验；本报告采用共享标签不虚构独立阅图,B,图纸逐项权利及文件清单见建筑研究,search_only,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
INT_S23_2,客房,Library of Congress / HABS,S23,webpage or caption index,https://www.loc.gov/item/pa2187/,,not established / mixed conservation dates,2026-09-20,Not applicable to text record,MAIN_ALL;GUEST_ALL;SITE,同轮建筑研究者对2010原始sheet进行视觉核验；本报告采用共享标签不虚构独立阅图,B,图纸逐项权利及文件清单见建筑研究,search_only,,,,,No photo-view status inferred from webpage/index access; see V records,"research/interiors.md section 9; inherited recorded access, not re-fetched by this audit",,online_text_reference,
